date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2023-01-15,Yumbe,Aringa,Bidibidi (refugee settlement),3.36217471,31.35196642,vegetables and fruits,Leafy vegetables,KG,actual,Retail,UGX,2759.0,0.7455
2023-02-15,Abim,Labwor,Makaratin,2.713259935,33.64284897,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1650.0,0.4508
2023-02-15,Abim,Labwor,Makaratin,2.713259935,33.64284897,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1975.0,0.5396
2023-02-15,Abim,Labwor,Makaratin,2.713259935,33.64284897,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2475.0,0.6762
2023-02-15,Abim,Labwor,Makaratin,2.713259935,33.64284897,cereals and tubers,Millet,KG,actual,Retail,UGX,2900.0,0.7923
2023-02-15,Abim,Labwor,Makaratin,2.713259935,33.64284897,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1425.0,0.3893
2023-02-15,Abim,Labwor,Makaratin,2.713259935,33.64284897,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8250.0,2.2541
2023-02-15,Abim,Labwor,Makaratin,2.713259935,33.64284897,pulses and nuts,Beans,KG,actual,Retail,UGX,4100.0,1.1202
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,cereals and tubers,Cassava (fresh),KG,actual,Retail,UGX,1089.0,0.2975
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2000.0,0.5464
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3150.0,0.8607
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,cereals and tubers,Millet flour,KG,actual,Retail,UGX,4000.0,1.0929
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1886.0,0.5153
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,"meat, fish and eggs",Fish (dry),KG,actual,Retail,UGX,22500.0,6.1475
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,milk and dairy,Milk (fresh),L,actual,Retail,UGX,2000.0,0.5464
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,miscellaneous food,Salt,KG,actual,Retail,UGX,1975.0,0.5396
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Charcoal,KG,actual,Retail,UGX,737.0,0.2014
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Firewood,KG,actual,Retail,UGX,325.0,0.0888
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Laundry soap,KG,actual,Retail,UGX,5000.0,1.3661
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Sanitary pads,Packet,actual,Retail,UGX,1500.0,0.4098
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,non-food,Underwear,Unit,actual,Retail,UGX,2875.0,0.7855
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8000.0,2.1858
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,pulses and nuts,Beans,KG,actual,Retail,UGX,4938.0,1.3492
2023-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),3.337018339,31.78047053,vegetables and fruits,Leafy vegetables,KG,actual,Retail,UGX,2958.0,0.8082
2023-02-15,Amudat,Upe,Karita,1.544739962,34.83235931,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2000.0,0.5464
2023-02-15,Amudat,Upe,Karita,1.544739962,34.83235931,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2750.0,0.7514
2023-02-15,Amudat,Upe,Karita,1.544739962,34.83235931,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8000.0,2.1858
2023-02-15,Amudat,Upe,Karita,1.544739962,34.83235931,pulses and nuts,Beans,KG,actual,Retail,UGX,3750.0,1.0246
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,cereals and tubers,Cassava (fresh),KG,actual,Retail,UGX,702.0,0.1918
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1800.0,0.4918
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3500.0,0.9563
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,cereals and tubers,Millet flour,KG,actual,Retail,UGX,5000.0,1.3661
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1538.0,0.4202
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,"meat, fish and eggs",Fish (dry),KG,actual,Retail,UGX,13194.0,3.6049
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,milk and dairy,Milk (fresh),L,actual,Retail,UGX,2000.0,0.5464
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,miscellaneous food,Salt,KG,actual,Retail,UGX,1825.0,0.4986
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Charcoal,KG,actual,Retail,UGX,742.0,0.2027
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Firewood,KG,actual,Retail,UGX,288.0,0.0787
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Laundry soap,KG,actual,Retail,UGX,5250.0,1.4344
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Sanitary pads,Packet,actual,Retail,UGX,2750.0,0.7514
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,non-food,Underwear,Unit,actual,Retail,UGX,2750.0,0.7514
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8000.0,2.1858
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,pulses and nuts,Beans,KG,actual,Retail,UGX,3488.0,0.953
2023-02-15,Arua,Terego,Imvepi (refugee settlement),3.227958172,31.27787398,vegetables and fruits,Leafy vegetables,KG,actual,Retail,UGX,3333.0,0.9107
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,cereals and tubers,Cassava (fresh),KG,actual,Retail,UGX,694.0,0.1896
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2433.0,0.6648
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3233.0,0.8833
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,cereals and tubers,Millet flour,KG,actual,Retail,UGX,3333.0,0.9107
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1667.0,0.4555
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,"meat, fish and eggs",Fish (dry),KG,actual,Retail,UGX,22222.0,6.0716
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,milk and dairy,Milk (fresh),L,actual,Retail,UGX,2000.0,0.5464
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,miscellaneous food,Salt,KG,actual,Retail,UGX,2000.0,0.5464
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,non-food,Charcoal,KG,actual,Retail,UGX,500.0,0.1366
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,non-food,Firewood,KG,actual,Retail,UGX,158.0,0.0432
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,non-food,Laundry soap,KG,actual,Retail,UGX,5667.0,1.5484
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,non-food,Sanitary pads,Packet,actual,Retail,UGX,1667.0,0.4555
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,non-food,Underwear,Unit,actual,Retail,UGX,1833.0,0.5008
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8333.0,2.2768
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,pulses and nuts,Beans,KG,actual,Retail,UGX,3533.0,0.9653
2023-02-15,Arua,Terego,Rhino Camp (refugee settlement),3.173538377,31.30986553,vegetables and fruits,Leafy vegetables,KG,actual,Retail,UGX,3750.0,1.0246
2023-02-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2100.0,0.5738
2023-02-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1633.33,0.4463
2023-02-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3366.67,0.9199
2023-02-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Millet,KG,actual,Retail,UGX,2366.67,0.6466
2023-02-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1400.0,0.3825
2023-02-15,Busia,Samia-bugwe,Busia,0.467,34.09,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8000.0,2.1858
2023-02-15,Busia,Samia-bugwe,Busia,0.467,34.09,pulses and nuts,Beans,KG,actual,Retail,UGX,3866.67,1.0565
2023-02-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,3000.0,0.8197
2023-02-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1416.67,0.3871
2023-02-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2116.67,0.5783
2023-02-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Millet,KG,actual,Retail,UGX,2000.0,0.5464
2023-02-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1500.0,0.4098
2023-02-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8666.67,2.3679
2023-02-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,pulses and nuts,Beans,KG,actual,Retail,UGX,6000.0,1.6393
2023-02-15,Hoima,Bugahya,Hoima,1.430547,31.35227,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2500.0,0.6831
2023-02-15,Hoima,Bugahya,Hoima,1.430547,31.35227,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1500.0,0.4098
2023-02-15,Hoima,Bugahya,Hoima,1.430547,31.35227,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3833.33,1.0474
2023-02-15,Hoima,Bugahya,Hoima,1.430547,31.35227,cereals and tubers,Millet,KG,actual,Retail,UGX,3000.0,0.8197
2023-02-15,Hoima,Bugahya,Hoima,1.430547,31.35227,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1800.0,0.4918
2023-02-15,Hoima,Bugahya,Hoima,1.430547,31.35227,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8000.0,2.1858
2023-02-15,Hoima,Bugahya,Hoima,1.430547,31.35227,pulses and nuts,Beans,KG,actual,Retail,UGX,4000.0,1.0929
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,cereals and tubers,Cassava (fresh),KG,actual,Retail,UGX,760.0,0.2077
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1450.0,0.3962
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3833.0,1.0473
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,cereals and tubers,Millet flour,KG,actual,Retail,UGX,3833.0,1.0473
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,cereals and tubers,Sorghum,KG,actual,Retail,UGX,2000.0,0.5464
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,"meat, fish and eggs",Fish (dry),KG,actual,Retail,UGX,22500.0,6.1475
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,milk and dairy,Milk (fresh),L,actual,Retail,UGX,2000.0,0.5464
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,miscellaneous food,Salt,KG,actual,Retail,UGX,1567.0,0.4281
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,non-food,Charcoal,KG,actual,Retail,UGX,580.0,0.1585
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,non-food,Firewood,KG,actual,Retail,UGX,276.0,0.0754
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,non-food,Laundry soap,KG,actual,Retail,UGX,7500.0,2.0492
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,non-food,Sanitary pads,Packet,actual,Retail,UGX,3833.0,1.0473
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,non-food,Underwear,Unit,actual,Retail,UGX,3400.0,0.929
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,oil and fats,Oil (vegetable),L,actual,Retail,UGX,9667.0,2.6413
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,pulses and nuts,Beans,KG,actual,Retail,UGX,3267.0,0.8926
2023-02-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),1.160165409,30.75072533,vegetables and fruits,Leafy vegetables,KG,actual,Retail,UGX,2056.0,0.5617
2023-02-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2200.0,0.6011
2023-02-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1225.0,0.3347
2023-02-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3000.0,0.8197
2023-02-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Millet,KG,actual,Retail,UGX,2500.0,0.6831
2023-02-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1625.0,0.444
2023-02-15,Iganga,Kigulu,Iganga,0.609167,33.468611,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8500.0,2.3224
2023-02-15,Iganga,Kigulu,Iganga,0.609167,33.468611,pulses and nuts,Beans,KG,actual,Retail,UGX,4250.0,1.1612
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,cereals and tubers,Cassava (fresh),KG,actual,Retail,UGX,1053.0,0.2877
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1900.0,0.5191
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3000.0,0.8197
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,cereals and tubers,Millet flour,KG,actual,Retail,UGX,3500.0,0.9563
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,cereals and tubers,Sorghum,KG,actual,Retail,UGX,2000.0,0.5464
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,"meat, fish and eggs",Fish (dry),KG,actual,Retail,UGX,28571.0,7.8063
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,milk and dairy,Milk (fresh),L,actual,Retail,UGX,1700.0,0.4645
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,miscellaneous food,Salt,KG,actual,Retail,UGX,1400.0,0.3825
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,non-food,Charcoal,KG,actual,Retail,UGX,2103.0,0.5746
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,non-food,Firewood,KG,actual,Retail,UGX,638.0,0.1743
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,non-food,Laundry soap,KG,actual,Retail,UGX,4000.0,1.0929
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,non-food,Sanitary pads,Packet,actual,Retail,UGX,2500.0,0.6831
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,non-food,Underwear,Unit,actual,Retail,UGX,3250.0,0.888
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,oil and fats,Oil (vegetable),L,actual,Retail,UGX,10000.0,2.7322
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,pulses and nuts,Beans,KG,actual,Retail,UGX,3000.0,0.8197
2023-02-15,Isingiro,Bukanga,Nakivale (refugee settlement),-0.78082989,30.95828321,vegetables and fruits,Leafy vegetables,KG,actual,Retail,UGX,1342.0,0.3667
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,cereals and tubers,Cassava (fresh),KG,actual,Retail,UGX,1101.0,0.3008
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2000.0,0.5464
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3500.0,0.9563
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,cereals and tubers,Millet flour,KG,actual,Retail,UGX,4000.0,1.0929
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,cereals and tubers,Sorghum,KG,actual,Retail,UGX,2538.0,0.6934
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,"meat, fish and eggs",Fish (dry),KG,actual,Retail,UGX,26667.0,7.2861
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,milk and dairy,Milk (fresh),L,actual,Retail,UGX,1050.0,0.2869
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,miscellaneous food,Salt,KG,actual,Retail,UGX,1600.0,0.4372
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,non-food,Charcoal,KG,actual,Retail,UGX,856.0,0.2339
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,non-food,Firewood,KG,actual,Retail,UGX,379.0,0.1036
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,non-food,Laundry soap,KG,actual,Retail,UGX,6000.0,1.6393
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,non-food,Sanitary pads,Packet,actual,Retail,UGX,2750.0,0.7514
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,non-food,Underwear,Unit,actual,Retail,UGX,3750.0,1.0246
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,oil and fats,Oil (vegetable),L,actual,Retail,UGX,10000.0,2.7322
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,pulses and nuts,Beans,KG,actual,Retail,UGX,1800.0,0.4918
2023-02-15,Isingiro,Bukanga,Oruchinga (refugee settlement),-0.941207194,30.76188819,vegetables and fruits,Leafy vegetables,KG,actual,Retail,UGX,2175.0,0.5943
2023-02-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2800.0,0.765
2023-02-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2000.0,0.5464
2023-02-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3000.0,0.8197
2023-02-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Millet,KG,actual,Retail,UGX,2800.0,0.765
2023-02-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Sorghum,KG,actual,Retail,UGX,2200.0,0.6011
2023-02-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8000.0,2.1858
2023-02-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,pulses and nuts,Beans,KG,actual,Retail,UGX,4500.0,1.2295
2023-02-15,Kaabong,Dodoth,Kaabong,3.539020061,34.12005997,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2950.0,0.806
2023-02-15,Kaabong,Dodoth,Kaabong,3.539020061,34.12005997,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1750.0,0.4781
2023-02-15,Kaabong,Dodoth,Kaabong,3.539020061,34.12005997,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2900.0,0.7923
2023-02-15,Kaabong,Dodoth,Kaabong,3.539020061,34.12005997,cereals and tubers,Millet,KG,actual,Retail,UGX,2100.0,0.5738
2023-02-15,Kaabong,Dodoth,Kaabong,3.539020061,34.12005997,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1200.0,0.3279
2023-02-15,Kaabong,Dodoth,Kaabong,3.539020061,34.12005997,oil and fats,Oil (vegetable),L,actual,Retail,UGX,8000.0,2.1858
2023-02-15,Kaabong,Dodoth,Kaabong,3.539020061,34.12005997,pulses and nuts,Beans,KG,actual,Retail,UGX,3900.0,1.0656
2023-02-15,Kaabong,Dodoth,Karenga,3.568814,33.695031,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2500.0,0.6831
2023-02-15,Kaabong,Dodoth,Karenga,3.568814,33.695031,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1050.0,0.2869
2023-02-15,Kaabong,Dodoth,Karenga,3.568814,33.695031,cereals and tubers,Maize flour,KG,actual,Retail,UGX,4000.0,1.0929
2023-02-15,Kaabong,Dodoth,Karenga,3.568814,33.695031,cereals and tubers,Millet,KG,actual,Retail,UGX,2500.0,0.6831
2023-02-15,Kaabong,Dodoth,Karenga,3.568814,33.695031,cereals and tubers,Sorghum,KG,actual,Retail,UGX,862.5,0.2357
2023-02-15,Kaabong,Dodoth,Karenga,3.568814,33.695031,oil and fats,Oil (vegetable),L,actual,Retail,UGX,9000.0,2.459
2023-02-15,Kaabong,Dodoth,Karenga,3.568814,33.695031,pulses and nuts,Beans,KG,actual,Retail,UGX,3000.0,0.8197
2023-02-15,Kabarole,Fort Portal Municipality,Fort Portal,0.6575893382905699,30.27885511,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2666.67,0.7286
2023-02-15,Kabarole,Fort Portal Municipality,Fort Portal,0.6575893382905699,30.27885511,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1300.0,0.3552
2023-02-15,Kabarole,Fort Portal Municipality,Fort Portal,0.6575893382905699,30.27885511,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3833.33,1.0474
2023-02-15,Kabarole,Fort Portal Municipality,Fort Portal,0.6575893382905699,30.27885511,cereals and tubers,Millet,KG,actual,Retail,UGX,3000.0,0.8197
2023-02-15,Kabarole,Fort Portal Municipality,Fort Portal,0.6575893382905699,30.27885511,cereals and tubers,Sorghum,KG,actual,Retail,UGX,3000.0,0.8197
2023-02-15,Kabarole,Fort Portal Municipality,Fort Portal,0.6575893382905699,30.27885511,oil and fats,Oil (vegetable),L,actual,Retail,UGX,10000.0,2.7322
2023-02-15,Kabarole,Fort Portal Municipality,Fort Portal,0.6575893382905699,30.27885511,pulses and nuts,Beans,KG,actual,Retail,UGX,4000.0,1.0929
2023-02-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2750.0,0.7514
2023-02-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize (white),KG,actual,Retail,UGX,2175.0,0.5943
2023-02-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3275.0,0.8948
2023-02-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Millet,KG,actual,Retail,UGX,3875.0,1.0587
2023-02-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Sorghum,KG,actual,Retail,UGX,3125.0,0.8538
2023-02-15,Kampala,Central Kampala,Owino,0.322805,32.574841,oil and fats,Oil (vegetable),L,actual,Retail,UGX,10000.0,2.7322
2023-02-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,4250.0,1.1612
2023-02-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),0.308298628,30.67610062,cereals and tubers,Cassava (fresh),KG,actual,Retail,UGX,760.0,0.2077
2023-02-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),0.308298628,30.67610062,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1367.0,0.3735
2023-02-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),0.308298628,30.67610062,cereals and tubers,Maize flour,KG,actual,Retail,UGX,3917.0,1.0702
2023-02-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),0.308298628,30.67610062,cereals and tubers,Millet flour,KG,actual,Retail,UGX,3833.0,1.0473
2023-02-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),0.308298628,30.67610062,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1550.0,0.4235
2023-02-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),0.308298628,30.67610062,"meat, fish and eggs",Fish (dry),KG,actual,Retail,UGX,25667.0,7.0128
2023-02-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),0.308298628,30.67610062,milk and dairy,Milk (fresh),L,actual,Retail,UGX,1300.0,0.3552
